
´«ÀÏ¼ö
ÁöÁ¡/Áö¿ª¸í : ¼­¿ï
¸ñÃø °üÃø ¼öÇà ±â°£ : 1907-10-01 ~ 2100-12-31

Æò±Õ ´«ÀÏ¼ö
¿¬µµ,1¿ù,2¿ù,3¿ù,4¿ù,5¿ù,6¿ù,7¿ù,8¿ù,9¿ù,10¿ù,11¿ù,12¿ù,¿¬ÇÕ°è,¼øÀ§
1907,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,0.0,5.0,10.0,15.0,114
2006,1217,¼­¿ï,´«,9.0
2007,0106,¼­¿ï,´«  Áø´«±úºñ,7.5
2007,0126,¼­¿ï,´«  Áø´«±úºñ,-
2007,0130,¼­¿ï,´«,0.3
2007,0213,¼­¿ï,Áø´«±úºñ,-
2007,0214,¼­¿ï,´«,-
2007,0305,¼­¿ï,´«,-
2007,0306,¼­¿ï,´«,-
2007,0307,¼­¿ï,´«,1.6
2007,0308,¼­¿ï,´«,0.3
2007,0310,¼­¿ï,´«  Áø´«±úºñ,-
2007,1119,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«´«,1.5
2007,1120,¼­¿ï,Áø´«±úºñ,-
2007,1121,¼­¿ï,´«  ¼Ò³«´«,1.7
2007,1203,¼­¿ï,´«,-
2007,1206,¼­¿ï,´«,-
2007,1207,¼­¿ï,´«,0.8
2007,1210,¼­¿ï,´«  Áø´«±úºñ,-
2007,1214,¼­¿ï,´«,0.5
2007,1215,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.7
2007,1218,¼­¿ï,´«,0.0
2007,1220,¼­¿ï,½Î¶ô´«,0.3
2007,1229,¼­¿ï,´«,0.5
2007,1230,¼­¿ï,´«,0.0
2007,1231,¼­¿ï,´«,-
2008,0111,¼­¿ï,´«  ½Î¶ô´«,6.1
2008,0121,¼­¿ï,´«,5.8
2008,0122,¼­¿ï,´«,3.8
2008,0130,¼­¿ï,´«,-
2008,0208,¼­¿ï,´«,-
2008,0209,¼­¿ï,´«,0.0
2008,0225,¼­¿ï,´«  Áø´«±úºñ,5.5
2008,0226,¼­¿ï,´«,2.8
2008,0302,¼­¿ï,´«,-
2008,0304,¼­¿ï,´«,1.0
2008,0306,¼­¿ï,´«,-
2008,1120,¼­¿ï,´«  Áø´«±úºñ,-
2008,1207,¼­¿ï,´«  ½Î¶ô´«,2.8
2008,1222,¼­¿ï,´«,1.3
2008,1223,¼­¿ï,´«,2.4
2008,1225,¼­¿ï,´«,-
2008,1229,¼­¿ï,´«  Áø´«±úºñ,-
2009,0116,¼­¿ï,´«,5.1
2009,0121,¼­¿ï,Áø´«±úºñ,-
2009,0124,¼­¿ï,´«,3.5
2009,0125,¼­¿ï,´«  ¼Ò³«´«,0.4
2009,0215,¼­¿ï,´«  Áø´«±úºñ,0.5
2009,0219,¼­¿ï,´«  Áø´«±úºñ,0.5
2009,0220,¼­¿ï,´«  Áø´«±úºñ,1.3
2009,0303,¼­¿ï,Áø´«±úºñ,0.3
2009,1115,¼­¿ï,´«,-
2009,1119,¼­¿ï,´«,-
2009,1120,¼­¿ï,Áø´«±úºñ,-
2009,1205,¼­¿ï,Áø´«±úºñ,-
2009,1208,¼­¿ï,´«,-
2009,1220,¼­¿ï,´«,-
2009,1225,¼­¿ï,´«,0.4
2009,1227,¼­¿ï,´«,2.6
2009,1229,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.3
2009,1230,¼­¿ï,´«,0.6
2010,0102,¼­¿ï,´«  °¡·ç´«,1.6
2010,0104,¼­¿ï,´«,25.8
2010,0105,¼­¿ï,´«,-
2010,0109,¼­¿ï,´«,0.5
2010,0114,¼­¿ï,´«,-
2010,0115,¼­¿ï,´«,0.6
2010,0127,¼­¿ï,´«  Áø´«±úºñ,0.4
2010,0129,¼­¿ï,´«,-
2010,0204,¼­¿ï,´«,0.1
2010,0211,¼­¿ï,´«  Áø´«±úºñ,7.1
2010,0212,¼­¿ï,´«,0.4
2010,0213,¼­¿ï,´«,2.2
2010,0217,¼­¿ï,´«,0.4
2010,0218,¼­¿ï,´«,4.8
2010,0301,¼­¿ï,´«  Áø´«±úºñ,-
2010,0309,¼­¿ï,´«  Áø´«±úºñ,7.6
2010,0310,¼­¿ï,´«,7.5
2010,0317,¼­¿ï,´«,1.1
2010,0318,¼­¿ï,´«,-
2010,0322,¼­¿ï,´«  Áø´«±úºñ,2.9
2010,0325,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,-
2010,0326,¼­¿ï,´«,-
2010,1108,¼­¿ï,´«,-
2010,1127,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
2010,1128,¼­¿ï,´«  ½Î¶ô´«,1.3
2010,1208,¼­¿ï,´«  Áø´«±úºñ,3.5
2010,1216,¼­¿ï,´«,-
2010,1217,¼­¿ï,´«,2.4
2010,1227,¼­¿ï,´«,0.3
2010,1228,¼­¿ï,´«,9.4
2010,1229,¼­¿ï,´«,0.1
2010,1230,¼­¿ï,´«,6.5
2011,0108,¼­¿ï,´«,0.3
2011,0109,¼­¿ï,´«,-
2011,0111,¼­¿ï,´«,3.1
2011,0114,¼­¿ï,´«,2.0
2011,0119,¼­¿ï,´«,-
2011,0122,¼­¿ï,´«,0.6
2011,0123,¼­¿ï,´«,6.0
2011,0131,¼­¿ï,´«,-
2011,0217,¼­¿ï,´«,0.2
2011,0301,¼­¿ï,´«  Áø´«±úºñ,0.7
2011,0316,¼­¿ï,¼Ò³«´«,-
2011,0324,¼­¿ï,´«  Áø´«±úºñ,1.8
2011,0328,¼­¿ï,½Î¶ô´«,-
2011,1122,¼­¿ï,½Î¶ô´«,-
2011,1125,¼­¿ï,´«,-
2011,1209,¼­¿ï,´«,-
2011,1210,¼­¿ï,´«,-
2011,1214,¼­¿ï,´«,-
2011,1218,¼­¿ï,´«,-
2011,1221,¼­¿ï,´«  ½Î¶ô´«,0.7
2011,1223,¼­¿ï,´«,1.2
2011,1224,¼­¿ï,´«,0.9
2011,1228,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,0.3
2012,0101,¼­¿ï,´«,-
2012,0103,¼­¿ï,´«,0.6
2012,0104,¼­¿ï,´«,-
2012,0109,¼­¿ï,´«,-
2012,0112,¼­¿ï,´«,-
2012,0121,¼­¿ï,Áø´«±úºñ,-
2012,0124,¼­¿ï,´«,2.8
2012,0126,¼­¿ï,´«,-
2012,0127,¼­¿ï,´«,-
2012,0131,¼­¿ï,´«,6.2
2012,0203,¼­¿ï,´«,0.2
2012,0204,¼­¿ï,´«,0.2
2012,0206,¼­¿ï,´«,0.3
2012,0207,¼­¿ï,´«,0.0
2012,0210,¼­¿ï,´«,-
2012,0311,¼­¿ï,´«,0.0
2012,0323,¼­¿ï,Áø´«±úºñ,-
2012,0324,¼­¿ï,´«  Áø´«±úºñ,-
2012,0403,¼­¿ï,´«  Áø´«±úºñ,-
2012,1113,¼­¿ï,´«,-
2012,1114,¼­¿ï,´«,-
2012,1126,¼­¿ï,Áø´«±úºñ,-
2012,1130,¼­¿ï,Áø´«±úºñ,-
2012,1203,¼­¿ï,´«,0.5
2012,1205,¼­¿ï,´«,7.8
2012,1206,¼­¿ï,´«,0.1
2012,1207,¼­¿ï,´«,2.7
2012,1221,¼­¿ï,´«  Áø´«±úºñ  °¡·ç´«,2.2
2012,1223,¼­¿ï,´«,0.0
2012,1224,¼­¿ï,´«,0.0
2012,1225,¼­¿ï,´«,1.5
2012,1228,¼­¿ï,´«  °¡·ç´«,-
2012,1229,¼­¿ï,´«,5.8
2012,1230,¼­¿ï,´«,2.4
2013,0101,¼­¿ï,´«,4.9
2013,0111,¼­¿ï,¼Ò³«´«,-
2013,0112,¼­¿ï,´«,0.1
2013,0116,¼­¿ï,´«  °¡·ç´«,0.5
2013,0121,¼­¿ï,Áø´«±úºñ,-
2013,0124,¼­¿ï,´«  ½Î¶ô´«,0.3
2013,0203,¼­¿ï,´«,9.0
2013,0204,¼­¿ï,´«,7.7
2013,0205,¼­¿ï,´«  Áø´«±úºñ,1.5
2013,0206,¼­¿ï,´«,1.6
2013,0207,¼­¿ï,´«,0.0
2013,0210,¼­¿ï,´«,1.2
2013,0212,¼­¿ï,´«,-
2013,0217,¼­¿ï,´«,-
2013,0221,¼­¿ï,´«,-
2013,0222,¼­¿ï,´«,3.9
2013,0320,¼­¿ï,Áø´«±úºñ,-
2013,0409,¼­¿ï,Áø´«±úºñ,-
2013,0410,¼­¿ï,Áø´«±úºñ,-
2013,1118,¼­¿ï,¼Ò³«´«,-
2013,1119,¼­¿ï,´«,-
2013,1127,¼­¿ï,´«  Áø´«±úºñ,-
2013,1129,¼­¿ï,´«,-
2013,1211,¼­¿ï,´«  ¼Ò³«´«,3.3
2013,1212,¼­¿ï,´«  ½Î¶ô´«,4.4
2013,1214,¼­¿ï,´«,0.8
2013,1218,¼­¿ï,´«,1.9
2013,1219,¼­¿ï,´«,0.9
2013,1220,¼­¿ï,´«,0.0
2013,1226,¼­¿ï,´«  Áø´«±úºñ,1.7
2013,1229,¼­¿ï,´«,0.1
2014,0101,¼­¿ï,´«,-
2014,0110,¼­¿ï,¼Ò³«´«,-
2014,0112,¼­¿ï,´«,-
2014,0119,¼­¿ï,´«,-
2014,0120,¼­¿ï,´«,5.3
2014,0121,¼­¿ï,´«,0.8
2014,0207,¼­¿ï,´«,-
2014,0208,¼­¿ï,´«,5.8
2014,0209,¼­¿ï,´«,0.2
2014,0210,¼­¿ï,´«,0.5
2014,0212,¼­¿ï,´«,-
2014,0306,¼­¿ï,´«,-
2014,0309,¼­¿ï,´«  Áø´«±úºñ,1.9
2014,1114,¼­¿ï,´«,-
2014,1201,¼­¿ï,´«  ¼Ò³«´«,0.3
2014,1202,¼­¿ï,¼Ò³«´«,-
2014,1203,¼­¿ï,¼Ò³«´«,1.7
2014,1204,¼­¿ï,¼Ò³«´«,-
2014,1212,¼­¿ï,´«  ¼Ò³«´«,0.2
2014,1214,¼­¿ï,´«,-
2014,1215,¼­¿ï,´«  Áø´«±úºñ,3.5
2014,1216,¼­¿ï,Áø´«±úºñ,-
2014,1219,¼­¿ï,´«  Áø´«±úºñ,1.0
2014,1220,¼­¿ï,´«  Áø´«±úºñ,0.7
2014,1221,¼­¿ï,¼Ò³«´«,0.0
2014,1222,¼­¿ï,¼Ò³«´«,0.6
2014,1231,¼­¿ï,´«,-
2015,0106,¼­¿ï,Áø´«±úºñ,-
2015,0116,¼­¿ï,´«,-
2015,0118,¼­¿ï,´«  Áø´«±úºñ,5.1
2015,0119,¼­¿ï,Áø´«±úºñ,0.1
2015,0209,¼­¿ï,´«,0.3
2015,0217,¼­¿ï,´«,-
2015,0301,¼­¿ï,´«,-
2015,0303,¼­¿ï,´«  Áø´«±úºñ,-
2015,1125,¼­¿ï,Áø´«±úºñ,-
2015,1126,¼­¿ï,´«,-
2015,1128,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«¼ºÁø´«±úºñ  ½Î¶ô´«,-
2015,1129,¼­¿ï,Áø´«±úºñ,-
2015,1202,¼­¿ï,´«,-
2015,1203,¼­¿ï,´«,6.5
2015,1218,¼­¿ï,´«,-
2015,1221,¼­¿ï,Áø´«±úºñ  ½Î¶ô´«,-
2015,1225,¼­¿ï,´«,0.2
2015,1226,¼­¿ï,´«,0.8
2015,1230,¼­¿ï,Áø´«±úºñ,-
2016,0113,¼­¿ï,¼Ò³«´«,0.5
2016,0114,¼­¿ï,´«,0.0
2016,0116,¼­¿ï,´«,-
2016,0118,¼­¿ï,´«,0.4
2016,0123,¼­¿ï,´«,-
2016,0126,¼­¿ï,´«,0.5
2016,0214,¼­¿ï,´«,-
2016,0215,¼­¿ï,´«,-
2016,0216,¼­¿ï,´«  ¼Ò³«´«,1.2
2016,0222,¼­¿ï,´«  ½Î¶ô´«,-
2016,0223,¼­¿ï,´«,0.3
2016,0228,¼­¿ï,´«,5.0
2016,0229,¼­¿ï,´«,-
2016,1126,¼­¿ï,´«  Áø´«±úºñ,0.8
2016,1207,¼­¿ï,´«,-
2016,1214,¼­¿ï,´«,-
2016,1217,¼­¿ï,´«,-
2016,1223,¼­¿ï,´«,-
2016,1227,¼­¿ï,´«,0.5
2016,1229,¼­¿ï,´«,1.0
2016,1231,¼­¿ï,´«,-
2017,0112,¼­¿ï,´«,0.1
2017,0113,¼­¿ï,´«,1.5
2017,0118,¼­¿ï,´«,-
2017,0120,¼­¿ï,´«,6.6
2017,0121,¼­¿ï,´«,3.2
2017,0122,¼­¿ï,´«,0.0
2017,0129,¼­¿ï,´«  Áø´«±úºñ,2.1
2017,0130,¼­¿ï,´«,0.1
2017,0205,¼­¿ï,´«  Áø´«±úºñ,-
2017,0219,¼­¿ï,´«,-
2017,0222,¼­¿ï,´«  Áø´«±úºñ,-
2017,0307,¼­¿ï,´«,-
2017,0308,¼­¿ï,´«,-
2017,1117,¼­¿ï,´«  Áø´«±úºñ,-
2017,1120,¼­¿ï,´«,-
2017,1123,¼­¿ï,´«,1.5
2017,1124,¼­¿ï,´«,-
2017,1125,¼­¿ï,´«  Áø´«±úºñ,-
2017,1201,¼­¿ï,´«,-
2017,1205,¼­¿ï,´«,0.1
2017,1206,¼­¿ï,´«  Áø´«±úºñ,1.0
2017,1210,¼­¿ï,´«  Áø´«±úºñ,4.3
2017,1215,¼­¿ï,´«,-
2017,1218,¼­¿ï,´«,5.1
2017,1220,¼­¿ï,´«,0.8
2017,1228,¼­¿ï,´«,-
2017,1229,¼­¿ï,´«,-
2017,1230,¼­¿ï,´«  Áø´«±úºñ,0.2
2017,1231,¼­¿ï,´«,1.0
2018,0108,¼­¿ï,´«,1.0
2018,0109,¼­¿ï,´«,0.5
2018,0110,¼­¿ï,´«,0.3
2018,0112,¼­¿ï,´«,-
2018,0113,¼­¿ï,´«,0.6
2018,0118,¼­¿ï,Áø´«±úºñ,-
2018,0122,¼­¿ï,´«  Áø´«±úºñ,1.0
2018,0130,¼­¿ï,´«,3.5
2018,0131,¼­¿ï,´«,-
2018,0203,¼­¿ï,´«,0.3
2018,0211,¼­¿ï,´«,-
2018,0212,¼­¿ï,´«,-
2018,0222,¼­¿ï,´«  ¼Ò³«´«,0.4
2018,0223,¼­¿ï,´«,3.7
2018,0228,¼­¿ï,Áø´«±úºñ,-
2018,0301,¼­¿ï,Áø´«±úºñ,-
2018,0321,¼­¿ï,´«  Áø´«±úºñ,-
2018,0407,¼­¿ï,´«  Áø´«±úºñ,-
2018,1124,¼­¿ï,´«  Áø´«±úºñ,8.8
2018,1129,¼­¿ï,´«,-
2018,1206,¼­¿ï,´«,-
2018,1213,¼­¿ï,´«,1.7
2018,1216,¼­¿ï,´«  ½Î¶ô´«,0.4
2018,1217,¼­¿ï,½Î¶ô´«,-
2019,0115,¼­¿ï,´«,-
2019,0116,¼­¿ï,´«,-
2019,0117,¼­¿ï,´«,-
2019,0121,¼­¿ï,´«,-
2019,0201,¼­¿ï,´«,0.2
2019,0203,¼­¿ï,Áø´«±úºñ,-
2019,0207,¼­¿ï,´«  Áø´«±úºñ,0.0
2019,0212,¼­¿ï,´«,-
2019,0215,¼­¿ï,´«,2.4
2019,0216,¼­¿ï,´«,0.3
2019,0219,¼­¿ï,´«  Áø´«±úºñ,3.3
2019,0220,¼­¿ï,´«,-
2019,0313,¼­¿ï,´«,-
2019,0315,¼­¿ï,Áø´«±úºñ,-
2019,0323,¼­¿ï,´«  Áø´«±úºñ  ¼Ò³«´«,-
2019,1115,¼­¿ï,Áø´«±úºñ,-
2019,1118,¼­¿ï,´«,-
2019,1119,¼­¿ï,´«,-
2019,1207,¼­¿ï,´«,0.0
2019,1219,¼­¿ï,´«,-
2019,1220,¼­¿ï,´«,-
2019,1221,¼­¿ï,´«,-
2019,1230,¼­¿ï,´«,-
2019,1231,¼­¿ï,´«,-
2020,0101,¼­¿ï,´«,0.0
2020,0106,¼­¿ï,´«  Áø´«±úºñ,-
2020,0108,¼­¿ï,Áø´«±úºñ,-
2020,0119,¼­¿ï,´«  Áø´«±úºñ,0.3
2020,0203,¼­¿ï,´«,-
2020,0204,¼­¿ï,´«,0.8
2020,0207,¼­¿ï,´«,-
2020,0208,¼­¿ï,´«,-
2020,0209,¼­¿ï,´«,-
2020,0210,¼­¿ï,´«,-
2020,0216,¼­¿ï,´«  Áø´«±úºñ,3.9
2020,0217,¼­¿ï,´«,3.8
2020,0222,¼­¿ï,Áø´«±úºñ,-
2020,0304,¼­¿ï,´«,-
2020,0422,¼­¿ï,Áø´«±úºñ,-
2020,1210,¼­¿ï,´«  Áø´«±úºñ,-
2020,1213,¼­¿ï,´«  Áø´«±úºñ,3.2
2020,1217,¼­¿ï,´«,-
2020,1218,¼­¿ï,´«,0.2
2020,1229,¼­¿ï,´«,-
2020,1231,¼­¿ï,´«,-
2021,0104,¼­¿ï,´«,0.0
2021,0105,¼­¿ï,´«,0.0
2021,0106,¼­¿ï,´«,3.8
2021,0112,¼­¿ï,´«,5.0
2021,0113,¼­¿ï,´«,-
2021,0117,¼­¿ï,´«,0.1
2021,0118,¼­¿ï,´«,0.9
2021,0128,¼­¿ï,´«,3.6
2021,0130,¼­¿ï,´«,0.8
2021,0202,¼­¿ï,´«,-
2021,0203,¼­¿ï,´«,4.2
2021,0204,¼­¿ï,´«,0.2
2021,0216,¼­¿ï,´«  °¡·ç´«,1.1
2021,0217,¼­¿ï,´«,0.0
2021,0301,¼­¿ï,´«  Áø´«±úºñ,2.3
2021,0302,¼­¿ï,´«,0.0
2021,1110,¼­¿ï,´«  Áø´«±úºñ,-
2021,1130,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
2021,1218,¼­¿ï,´«,4.4
2021,1219,¼­¿ï,´«,0.2
2021,1224,¼­¿ï,´«,-
2021,1227,¼­¿ï,´«,-
2021,1229,¼­¿ï,´«  ½Î¶ô´«,0.3
2021,1230,¼­¿ï,´«,-
2022,0102,¼­¿ï,´«,0.5
2022,0103,¼­¿ï,´«,-
2022,0104,¼­¿ï,´«,-
2022,0108,¼­¿ï,´«,-
2022,0110,¼­¿ï,´«,0.9
2022,0111,¼­¿ï,´«,0.1
2022,0115,¼­¿ï,´«,-
2022,0116,¼­¿ï,´«,-
2022,0117,¼­¿ï,´«,0.8
2022,0119,¼­¿ï,´«,3.5
2022,0125,¼­¿ï,Áø´«±úºñ,-
2022,0131,¼­¿ï,´«,1.8
2022,0201,¼­¿ï,´«,3.3
2022,0204,¼­¿ï,´«,-
2022,0215,¼­¿ï,´«,-
2022,0216,¼­¿ï,´«,-
2022,0219,¼­¿ï,´«,0.1
2022,0221,¼­¿ï,´«,-
2022,0319,¼­¿ï,´«  Áø´«±úºñ,0.7
2022,1129,¼­¿ï,´«,-
2022,1203,¼­¿ï,´«,1.0
2022,1206,¼­¿ï,´«,0.3
2022,1207,¼­¿ï,´«  Áø´«±úºñ,-
2022,1213,¼­¿ï,´«,0.8
2022,1215,¼­¿ï,´«,4.4
2022,1217,¼­¿ï,´«,0.3
2022,1221,¼­¿ï,´«  Áø´«±úºñ,3.5
2022,1228,¼­¿ï,´«,0.4
2022,1229,¼­¿ï,´«,-
2022,1230,¼­¿ï,´«,-
2022,1231,¼­¿ï,´«,-
2023,0106,¼­¿ï,´«,3.6
2023,0115,¼­¿ï,´«  Áø´«±úºñ,0.6
2023,0116,¼­¿ï,´«,-
2023,0117,¼­¿ï,´«,-
2023,0118,¼­¿ï,´«,-
2023,0119,¼­¿ï,´«  Áø´«±úºñ,-
2023,0122,¼­¿ï,´«,-
2023,0124,¼­¿ï,´«,-
2023,0125,¼­¿ï,´«,-
2023,0126,¼­¿ï,´«,4.5
2023,0128,¼­¿ï,´«,-
2023,0210,¼­¿ï,Áø´«±úºñ,-
2023,0216,¼­¿ï,´«,-
2023,0219,¼­¿ï,Áø´«±úºñ,-
2023,1117,¼­¿ï,´«,-
2023,1128,¼­¿ï,´«,-
2023,1129,¼­¿ï,´«,-
2023,1202,¼­¿ï,½Î¶ô´«,-
2023,1216,¼­¿ï,´«,1.0
2023,1219,¼­¿ï,´«,0.9
2023,1220,¼­¿ï,´«,1.2
2023,1224,¼­¿ï,´«,1.5
2023,1225,¼­¿ï,´«,3.0
2023,1230,¼­¿ï,´«  Áø´«±úºñ,12.2
2023,1231,¼­¿ï,´«  Áø´«±úºñ,-
2024,0103,¼­¿ï,½Î¶ô´«,-
2024,0106,¼­¿ï,´«,6.0
2024,0109,¼­¿ï,´«,2.8
2024,0114,¼­¿ï,Áø´«±úºñ,-
2024,0117,¼­¿ï,´«  Áø´«±úºñ,2.3
2024,0120,¼­¿ï,´«  Áø´«±úºñ,-
2024,0121,¼­¿ï,´«  Áø´«±úºñ,-
2024,0122,¼­¿ï,´«,2.3
2024,0205,¼­¿ï,´«  Áø´«±úºñ,3.6
2024,0206,¼­¿ï,´«  Áø´«±úºñ,0.2
2024,0207,¼­¿ï,´«,-
2024,0211,¼­¿ï,´«,-
2024,0215,¼­¿ï,´«  Áø´«±úºñ,1.5
2024,0221,¼­¿ï,´«  Áø´«±úºñ,5.2
2024,0222,¼­¿ï,´«,8.6
2024,0223,¼­¿ï,´«,0.3
2024,0224,¼­¿ï,Áø´«±úºñ,-
2024,0225,¼­¿ï,´«  Áø´«±úºñ,0.2
2024,0302,¼­¿ï,´«,-
2024,0307,¼­¿ï,´«  Áø´«±úºñ  ½Î¶ô´«,-
2024,1126,¼­¿ï,´«  Áø´«±úºñ,0.9
2024,1127,¼­¿ï,´«  Áø´«±úºñ,19.3
2024,1128,¼­¿ï,´«,8.5
2024,1129,¼­¿ï,´«,-
2024,1203,¼­¿ï,´«,-
2024,1204,¼­¿ï,´«,-
2024,1215,¼­¿ï,´«,-
2024,1216,¼­¿ï,´«,-
2024,1220,¼­¿ï,´«  ½Î¶ô´«,0.5
2024,1221,¼­¿ï,´«  Áø´«±úºñ,2.4
2024,1227,¼­¿ï,´«,-
2025,0103,¼­¿ï,´«,-
2025,0105,¼­¿ï,´«,6.4
2025,0106,¼­¿ï,Áø´«±úºñ,-
2025,0107,¼­¿ï,´«,0.4
2025,0108,¼­¿ï,´«,-
2025,0109,¼­¿ï,´«,-
2025,0113,¼­¿ï,´«  Áø´«±úºñ,0.1
2025,0114,¼­¿ï,´«  Áø´«±úºñ,-
2025,0116,¼­¿ï,´«,-
2025,0127,¼­¿ï,´«  Áø´«±úºñ,2.6
2025,0128,¼­¿ï,´«,0.4
2025,0129,¼­¿ï,´«,1.0
2025,0131,¼­¿ï,´«,2.9
2025,0202,¼­¿ï,´«,-
2025,0206,¼­¿ï,´«,3.3
2025,0207,¼­¿ï,´«,0.7
2025,0210,¼­¿ï,´«,-
2025,0212,¼­¿ï,´«,2.1
2025,0302,¼­¿ï,Áø´«±úºñ,-
2025,0303,¼­¿ï,´«  Áø´«±úºñ,1.1
2025,0304,¼­¿ï,´«  Áø´«±úºñ,3.4
2025,0305,¼­¿ï,´«,-
2025,0317,¼­¿ï,´«,0.3
2025,0318,¼­¿ï,´«,8.7
2025,0329,¼­¿ï,´«  Áø´«±úºñ,-
2025,0330,¼­¿ï,´«,-
2025,0412,¼­¿ï,´«  Áø´«±úºñ,0.2
2025,0413,¼­¿ï,Áø´«±úºñ,0.4
2025,1204,¼­¿ï,´«,5.1
2025,1206,¼­¿ï,´«,-
2025,1213,¼­¿ï,´«  Áø´«±úºñ,1.0
2025,1214,¼­¿ï,´«,0.3
